algorithm,dataset,hop,rep,seed,label,iteration,query_count,time_sec,size,candidate_count,candidate_sec,selected_count,select_impact_sec,select_rank_sec,select_scan_sec,select_remove_sec,select_total_sec,batch_count,batch_queries_sec,reroute_query_count,reroute_query_sec,insert_trajectory_sec,reroute_total_sec,initial_routes_sec,reroute_count,total_travel_time,evaluate_sec,reroute_sec,iteration_sec,run_sec
gro,Hop10Rep4-0,10,4,0,REROUTE,3,,,,,,,,,,,,,,721,0.324189,0.094928,0.520300,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,3,,7.288587,,,,721,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,4,4096,3.916998,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,TDG,4,,0.689366,102846,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,IMPACT,4,,0.346943,102846,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,CANDIDATE,4,,,,1653,0.204356,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,SELECT,4,,,,1653,,742,0.686592,0.014926,0.379351,0.368033,1.170635,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,BATCH,4,,,,,,742,,,,,,52,0.377665,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,REROUTE,4,,,,,,,,,,,,,,742,0.351230,0.146011,0.590168,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,4,,7.354030,,,,742,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,5,4096,3.781064,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,TDG,5,,0.608072,106461,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,IMPACT,5,,0.356307,106461,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,CANDIDATE,5,,,,1499,0.217233,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,SELECT,5,,,,1499,,700,0.696255,0.013031,0.341880,0.331319,1.145863,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,BATCH,5,,,,,,700,,,,,,51,0.455484,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,REROUTE,5,,,,,,,,,,,,,,700,0.320836,0.185154,0.600369,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,5,,7.223568,,,,700,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,6,4096,3.607793,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,TDG,6,,0.603273,104089,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,IMPACT,6,,0.345222,104089,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,CANDIDATE,6,,,,1335,0.209413,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,SELECT,6,,,,1335,,630,0.701079,0.011284,0.302359,0.293028,1.110292,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,BATCH,6,,,,,,630,,,,,,50,0.345804,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,REROUTE,6,,,,,,,,,,,,,,630,0.303010,0.183671,0.579644,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,6,,6.859565,,,,630,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,7,4096,3.573054,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,TDG,7,,0.591992,104178,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,IMPACT,7,,0.349712,104178,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,CANDIDATE,7,,,,1225,0.214015,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,SELECT,7,,,,1225,,563,0.691122,0.010957,0.288006,0.278569,1.083826,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,BATCH,7,,,,,,563,,,,,,51,0.373000,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,REROUTE,7,,,,,,,,,,,,,,563,0.268589,0.156081,0.518090,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,7,,6.763014,,,,563,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,8,4096,3.538308,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,TDG,8,,0.643010,99913,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,IMPACT,8,,0.322600,99913,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,CANDIDATE,8,,,,955,0.195895,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,SELECT,8,,,,955,,455,0.668180,0.007308,0.211059,0.205417,0.972143,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,BATCH,8,,,,,,455,,,,,,33,0.217769,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,REROUTE,8,,,,,,,,,,,,,,455,0.243462,0.154885,0.488527,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,8,,6.434316,,,,455,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,9,4096,3.532395,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,TDG,9,,0.560340,98737,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,IMPACT,9,,0.324948,98737,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,CANDIDATE,9,,,,1143,0.197838,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,SELECT,9,,,,1143,,536,0.685347,0.008951,0.240188,0.232826,1.023655,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,BATCH,9,,,,,,536,,,,,,39,0.248719,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,REROUTE,9,,,,,,,,,,,,,,536,0.359279,0.204001,0.653659,,,,,,,
gro,Hop10Rep4-0,10,4,0,ITERATION,9,,6.596716,,,,536,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,EVALUATE,-1,4096,3.504097,,,,,,,,,,,,,,,,,,,,,,
gro,Hop10Rep4-0,10,4,0,RUN,-1,4096,73.367581,,,,,,,,,,,,,,,,,,,,,,
baseline,Hop10Rep4-0,10,4,0,BASELINE_INITIAL,,,,,,,,,,,,,,,,,,,0.453258,,,,,,
baseline,Hop10Rep4-0,10,4,0,BASELINE,0,,,,,,1228,,,,,,,,,,,,,1228,162588845,3.614257,0.226946,3.842095,
baseline,Hop10Rep4-0,10,4,0,BASELINE,1,,,,,,1228,,,,,,,,,,,,,1228,153464421,4.130533,0.236488,4.367945,
baseline,Hop10Rep4-0,10,4,0,BASELINE,2,,,,,,1228,,,,,,,,,,,,,1228,149957997,4.268809,0.246072,4.515759,
baseline,Hop10Rep4-0,10,4,0,BASELINE,3,,,,,,1228,,,,,,,,,,,,,1228,143850110,4.022635,0.389862,4.413401,
baseline,Hop10Rep4-0,10,4,0,BASELINE,4,,,,,,1228,,,,,,,,,,,,,1228,148807026,4.065516,0.262408,4.328779,
baseline,Hop10Rep4-0,10,4,0,BASELINE,5,,,,,,1228,,,,,,,,,,,,,1228,144748559,3.976612,0.259764,4.237266,
baseline,Hop10Rep4-0,10,4,0,BASELINE,6,,,,,,1228,,,,,,,,,,,,,1228,140966986,3.959927,0.299347,4.260102,
baseline,Hop10Rep4-0,10,4,0,BASELINE,7,,,,,,1228,,,,,,,,,,,,,1228,140216575,3.790838,0.251648,4.043349,
baseline,Hop10Rep4-0,10,4,0,BASELINE,8,,,,,,1228,,,,,,,,,,,,,1228,138933687,3.872939,0.254203,4.127935,
baseline,Hop10Rep4-0,10,4,0,BASELINE,9,,,,,,1228,,,,,,,,,,,,,1228,139630871,3.913788,0.258145,4.172807,
baseline,Hop10Rep4-0,10,4,0,BASELINE_FINAL,,,,,,,,,,,,,,,,,,,,,143320677,3.972044,,,46.740249
gro,Hop20Rep1-0,20,1,0,INITIAL_ROUTES,-1,1024,0.169365,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,0,1024,2.188956,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,0,,0.295248,21681,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,0,,0.070696,21681,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,0,,,,234,0.052463,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,0,,,,234,,115,0.140886,0.005741,0.178474,0.175229,0.347615,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,0,,,,,,115,,,,,,43,0.180326,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,0,,,,,,,,,,,,,,115,0.117151,0.002340,0.141101,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,0,,3.289561,,,,115,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,1,1024,1.985972,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,1,,0.246069,22891,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,1,,0.073572,22891,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,1,,,,201,0.052744,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,1,,,,201,,95,0.147024,0.003710,0.116118,0.113811,0.289836,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,1,,,,,,95,,,,,,33,0.109532,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,1,,,,,,,,,,,,,,95,0.069178,0.007185,0.099282,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,1,,2.870990,,,,95,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,2,1024,1.597762,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,2,,0.211500,25115,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,2,,0.077688,25115,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,2,,,,189,0.052379,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,2,,,,189,,88,0.153236,0.002350,0.072538,0.071128,0.252530,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,2,,,,,,88,,,,,,26,0.062476,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,2,,,,,,,,,,,,,,88,0.058857,0.010356,0.094782,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,2,,2.364671,,,,88,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,3,1024,1.371834,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,3,,0.198225,26354,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,3,,0.081853,26354,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,3,,,,179,0.053457,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,3,,,,179,,85,0.162985,0.002058,0.061654,0.060500,0.252495,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,3,,,,,,85,,,,,,21,0.052109,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,3,,,,,,,,,,,,,,85,0.067142,0.010790,0.106032,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,3,,2.131712,,,,85,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,4,1024,1.218627,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,4,,0.177246,27591,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,4,,0.082345,27591,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,4,,,,311,0.052450,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,4,,,,311,,138,0.161792,0.002823,0.075416,0.073801,0.267007,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,4,,,,,,138,,,,,,31,0.057716,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,4,,,,,,,,,,,,,,138,0.083961,0.022368,0.133038,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,4,,2.005114,,,,138,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,5,1024,1.021732,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,5,,0.168843,30098,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,5,,0.091067,30098,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,5,,,,230,0.057718,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,5,,,,230,,106,0.181983,0.001791,0.047508,0.046358,0.260907,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,5,,,,,,106,,,,,,24,0.042006,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,5,,,,,,,,,,,,,,106,0.062841,0.020606,0.112667,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,5,,1.773033,,,,106,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,6,1024,0.951417,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,6,,0.168321,31759,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,6,,0.097239,31759,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,6,,,,296,0.059874,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,6,,,,296,,142,0.195056,0.002204,0.062865,0.061345,0.291629,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,6,,,,,,142,,,,,,34,0.054866,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,6,,,,,,,,,,,,,,142,0.080868,0.030335,0.141415,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,6,,1.783685,,,,142,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,7,1024,0.946507,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,7,,0.171945,32723,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,7,,0.125227,32723,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,7,,,,237,0.063165,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,7,,,,237,,107,0.198487,0.001694,0.042583,0.041270,0.273643,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,7,,,,,,107,,,,,,24,0.057005,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,7,,,,,,,,,,,,,,107,0.064958,0.023502,0.120245,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,7,,1.777327,,,,107,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,8,1024,0.924299,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,8,,0.171750,34711,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,8,,0.106506,34711,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,8,,,,171,0.066457,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,8,,,,171,,76,0.211619,0.000980,0.024985,0.024280,0.271179,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,8,,,,,,76,,,,,,14,0.022106,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,8,,,,,,,,,,,,,,76,0.036070,0.017630,0.086810,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,8,,1.669278,,,,76,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,9,1024,0.932734,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,TDG,9,,0.176909,35075,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,IMPACT,9,,0.108461,35075,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,CANDIDATE,9,,,,182,0.066730,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,SELECT,9,,,,182,,81,0.212267,0.001172,0.028117,0.027213,0.275028,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,BATCH,9,,,,,,81,,,,,,17,0.028577,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,REROUTE,9,,,,,,,,,,,,,,81,0.044932,0.020551,0.098700,,,,,,,
gro,Hop20Rep1-0,20,1,0,ITERATION,9,,1.708642,,,,81,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,EVALUATE,-1,1024,0.936562,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep1-0,20,1,0,RUN,-1,1024,22.588033,,,,,,,,,,,,,,,,,,,,,,
baseline,Hop20Rep1-0,20,1,0,BASELINE_INITIAL,,,,,,,,,,,,,,,,,,,0.188852,,,,,,
baseline,Hop20Rep1-0,20,1,0,BASELINE,0,,,,,,307,,,,,,,,,,,,,307,61370530,2.194521,0.076926,2.271690,
baseline,Hop20Rep1-0,20,1,0,BASELINE,1,,,,,,307,,,,,,,,,,,,,307,55144389,1.642766,0.086470,1.729517,
baseline,Hop20Rep1-0,20,1,0,BASELINE,2,,,,,,307,,,,,,,,,,,,,307,50261023,1.232928,0.084080,1.317250,
baseline,Hop20Rep1-0,20,1,0,BASELINE,3,,,,,,307,,,,,,,,,,,,,307,51431012,1.311730,0.089189,1.401166,
baseline,Hop20Rep1-0,20,1,0,BASELINE,4,,,,,,307,,,,,,,,,,,,,307,49709324,1.155337,0.084803,1.240415,
baseline,Hop20Rep1-0,20,1,0,BASELINE,5,,,,,,307,,,,,,,,,,,,,307,49139800,1.081195,0.094431,1.175879,
baseline,Hop20Rep1-0,20,1,0,BASELINE,6,,,,,,307,,,,,,,,,,,,,307,49400560,1.097917,0.078783,1.176987,
baseline,Hop20Rep1-0,20,1,0,BASELINE,7,,,,,,307,,,,,,,,,,,,,307,50034456,1.084164,0.081290,1.165694,
baseline,Hop20Rep1-0,20,1,0,BASELINE,8,,,,,,307,,,,,,,,,,,,,307,48426415,0.991039,0.075280,1.066549,
baseline,Hop20Rep1-0,20,1,0,BASELINE,9,,,,,,307,,,,,,,,,,,,,307,47808311,1.029467,0.075806,1.105525,
baseline,Hop20Rep1-0,20,1,0,BASELINE_FINAL,,,,,,,,,,,,,,,,,,,,,47875537,1.093652,,,14.935294
gro,Hop20Rep2-0,20,2,0,INITIAL_ROUTES,-1,2048,0.283714,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,0,2048,6.501762,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,0,,0.846242,35754,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,0,,0.122141,35754,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,0,,,,481,0.131484,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,0,,,,481,,148,0.277036,0.020381,0.495645,0.488004,0.866873,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,0,,,,,,148,,,,,,94,0.817071,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,0,,,,,,,,,,,,,,148,0.178757,0.002509,0.216087,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,0,,9.523807,,,,148,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,1,2048,6.697323,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,1,,0.773021,39423,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,1,,0.133673,39423,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,1,,,,367,0.114486,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,1,,,,367,,164,0.263059,0.011781,0.376076,0.369363,0.689151,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,1,,,,,,164,,,,,,50,0.370289,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,1,,,,,,,,,,,,,,164,0.106619,0.013288,0.156947,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,1,,8.958874,,,,164,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,2,2048,6.206772,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,2,,0.721627,46130,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,2,,0.145413,46130,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,2,,,,340,0.118609,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,2,,,,340,,162,0.292017,0.011944,0.386408,0.380825,0.732195,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,2,,,,,,162,,,,,,57,0.535728,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,2,,,,,,,,,,,,,,162,0.128078,0.017799,0.189749,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,2,,8.677072,,,,162,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,3,2048,5.458635,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,3,,0.654079,52255,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,3,,0.162864,52255,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,3,,,,285,0.124431,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,3,,,,285,,99,0.326234,0.007814,0.274391,0.270597,0.656100,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,3,,,,,,99,,,,,,53,0.402126,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,3,,,,,,,,,,,,,,99,0.124605,0.022221,0.193397,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,3,,7.682099,,,,99,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,4,2048,4.863026,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,4,,0.602429,55324,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,4,,0.174194,55324,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,4,,,,351,0.124756,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,4,,,,351,,167,0.345442,0.007156,0.222213,0.218774,0.623127,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,4,,,,,,167,,,,,,35,0.222402,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,4,,,,,,,,,,,,,,167,0.094385,0.042531,0.185245,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,4,,6.826406,,,,167,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,5,2048,4.407878,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,5,,0.575351,58898,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,5,,0.182075,58898,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,5,,,,259,0.130940,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,5,,,,259,,120,0.362107,0.004712,0.147169,0.144725,0.566276,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,5,,,,,,120,,,,,,31,0.140920,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,5,,,,,,,,,,,,,,120,0.083029,0.026921,0.163531,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,5,,6.200103,,,,120,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,6,2048,4.044320,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,6,,0.536017,60295,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,6,,0.188661,60295,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,6,,,,399,0.124862,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,6,,,,399,,185,0.370796,0.007954,0.245830,0.241860,0.677733,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,6,,,,,,185,,,,,,45,0.379576,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,6,,,,,,,,,,,,,,185,0.127161,0.055245,0.235349,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,6,,6.221135,,,,185,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,EVALUATE,7,2048,3.652843,,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,TDG,7,,0.493797,63722,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,IMPACT,7,,0.197597,63722,,,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,CANDIDATE,7,,,,447,0.129316,,,,,,,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,SELECT,7,,,,447,,190,0.401436,0.005940,0.188562,0.184960,0.653714,,,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,BATCH,7,,,,,,190,,,,,,38,0.124791,,,,,,,,,,,
gro,Hop20Rep2-0,20,2,0,REROUTE,7,,,,,,,,,,,,,,190,0.127160,0.085907,0.269377,,,,,,,
gro,Hop20Rep2-0,20,2,0,ITERATION,7,,5.557447,,,,190,,,,,,,,,,,,,,,,,,
