dataset,hop,rep,seed,algorithm,query_count,iteration,total_travel_time,initial_total_travel_time,final_total_travel_time
Hop10Rep2-12,10,2,12,normal_selection_gro_reroute,2048,2,49942864,56746946,45600081
Hop10Rep2-12,10,2,12,normal_selection_gro_reroute,2048,3,46562340,56746946,45600081
Hop10Rep2-12,10,2,12,normal_selection_gro_reroute,2048,4,46822494,56746946,45600081
Hop10Rep2-12,10,2,12,normal_selection_gro_reroute,2048,5,45600081,56746946,45600081
Hop10Rep2-13,10,2,13,gro,2048,0,41686472,41686472,33319816
Hop10Rep2-13,10,2,13,gro,2048,1,39373543,41686472,33319816
Hop10Rep2-13,10,2,13,gro,2048,2,36811313,41686472,33319816
Hop10Rep2-13,10,2,13,gro,2048,3,35024864,41686472,33319816
Hop10Rep2-13,10,2,13,gro,2048,4,34000775,41686472,33319816
Hop10Rep2-13,10,2,13,gro,2048,5,33319816,41686472,33319816
Hop10Rep2-13,10,2,13,random_baseline,2048,0,41686472,41686472,33542346
Hop10Rep2-13,10,2,13,random_baseline,2048,1,38184100,41686472,33542346
Hop10Rep2-13,10,2,13,random_baseline,2048,2,36832887,41686472,33542346
Hop10Rep2-13,10,2,13,random_baseline,2048,3,34921484,41686472,33542346
Hop10Rep2-13,10,2,13,random_baseline,2048,4,33546211,41686472,33542346
Hop10Rep2-13,10,2,13,random_baseline,2048,5,33542346,41686472,33542346
Hop10Rep2-13,10,2,13,selection_td_baseline,2048,0,41686472,41686472,35932574
Hop10Rep2-13,10,2,13,selection_td_baseline,2048,1,39077044,41686472,35932574
Hop10Rep2-13,10,2,13,selection_td_baseline,2048,2,37946801,41686472,35932574
Hop10Rep2-13,10,2,13,selection_td_baseline,2048,3,37524472,41686472,35932574
Hop10Rep2-13,10,2,13,selection_td_baseline,2048,4,36387263,41686472,35932574
Hop10Rep2-13,10,2,13,selection_td_baseline,2048,5,35932574,41686472,35932574
Hop10Rep2-13,10,2,13,normal_selection_gro_reroute,2048,0,41686472,41686472,33780875
Hop10Rep2-13,10,2,13,normal_selection_gro_reroute,2048,1,38766513,41686472,33780875
Hop10Rep2-13,10,2,13,normal_selection_gro_reroute,2048,2,35146943,41686472,33780875
Hop10Rep2-13,10,2,13,normal_selection_gro_reroute,2048,3,33842624,41686472,33780875
Hop10Rep2-13,10,2,13,normal_selection_gro_reroute,2048,4,33813835,41686472,33780875
Hop10Rep2-13,10,2,13,normal_selection_gro_reroute,2048,5,33780875,41686472,33780875
Hop10Rep2-14,10,2,14,gro,2048,0,55704154,55704154,41198721
Hop10Rep2-14,10,2,14,gro,2048,1,53000225,55704154,41198721
Hop10Rep2-14,10,2,14,gro,2048,2,49728358,55704154,41198721
Hop10Rep2-14,10,2,14,gro,2048,3,46412590,55704154,41198721
Hop10Rep2-14,10,2,14,gro,2048,4,44170051,55704154,41198721
Hop10Rep2-14,10,2,14,gro,2048,5,41198721,55704154,41198721
Hop10Rep2-14,10,2,14,random_baseline,2048,0,55704154,55704154,34926889
Hop10Rep2-14,10,2,14,random_baseline,2048,1,45685027,55704154,34926889
Hop10Rep2-14,10,2,14,random_baseline,2048,2,39815332,55704154,34926889
Hop10Rep2-14,10,2,14,random_baseline,2048,3,36963104,55704154,34926889
Hop10Rep2-14,10,2,14,random_baseline,2048,4,35550416,55704154,34926889
Hop10Rep2-14,10,2,14,random_baseline,2048,5,34926889,55704154,34926889
Hop10Rep2-14,10,2,14,selection_td_baseline,2048,0,55704154,55704154,44433675
Hop10Rep2-14,10,2,14,selection_td_baseline,2048,1,53162921,55704154,44433675
Hop10Rep2-14,10,2,14,selection_td_baseline,2048,2,49895687,55704154,44433675
Hop10Rep2-14,10,2,14,selection_td_baseline,2048,3,46713986,55704154,44433675
Hop10Rep2-14,10,2,14,selection_td_baseline,2048,4,45288587,55704154,44433675
Hop10Rep2-14,10,2,14,selection_td_baseline,2048,5,44433675,55704154,44433675
Hop10Rep2-14,10,2,14,normal_selection_gro_reroute,2048,0,55704154,55704154,34769382
Hop10Rep2-14,10,2,14,normal_selection_gro_reroute,2048,1,46816527,55704154,34769382
Hop10Rep2-14,10,2,14,normal_selection_gro_reroute,2048,2,39575452,55704154,34769382
Hop10Rep2-14,10,2,14,normal_selection_gro_reroute,2048,3,36756764,55704154,34769382
Hop10Rep2-14,10,2,14,normal_selection_gro_reroute,2048,4,34524617,55704154,34769382
Hop10Rep2-14,10,2,14,normal_selection_gro_reroute,2048,5,34769382,55704154,34769382
Hop10Rep2-15,10,2,15,gro,2048,0,55647682,55647682,52316928
Hop10Rep2-15,10,2,15,gro,2048,1,55107151,55647682,52316928
Hop10Rep2-15,10,2,15,gro,2048,2,53495121,55647682,52316928
Hop10Rep2-15,10,2,15,gro,2048,3,52908907,55647682,52316928
Hop10Rep2-15,10,2,15,gro,2048,4,52661260,55647682,52316928
Hop10Rep2-15,10,2,15,gro,2048,5,52316928,55647682,52316928
Hop10Rep2-15,10,2,15,random_baseline,2048,0,55647682,55647682,52253568
Hop10Rep2-15,10,2,15,random_baseline,2048,1,54405713,55647682,52253568
Hop10Rep2-15,10,2,15,random_baseline,2048,2,53279947,55647682,52253568
Hop10Rep2-15,10,2,15,random_baseline,2048,3,52886355,55647682,52253568
Hop10Rep2-15,10,2,15,random_baseline,2048,4,51692395,55647682,52253568
Hop10Rep2-15,10,2,15,random_baseline,2048,5,52253568,55647682,52253568
Hop10Rep2-15,10,2,15,selection_td_baseline,2048,0,55647682,55647682,52153183
Hop10Rep2-15,10,2,15,selection_td_baseline,2048,1,54548279,55647682,52153183
Hop10Rep2-15,10,2,15,selection_td_baseline,2048,2,54084069,55647682,52153183
Hop10Rep2-15,10,2,15,selection_td_baseline,2048,3,53292209,55647682,52153183
Hop10Rep2-15,10,2,15,selection_td_baseline,2048,4,52456338,55647682,52153183
Hop10Rep2-15,10,2,15,selection_td_baseline,2048,5,52153183,55647682,52153183
Hop10Rep2-15,10,2,15,normal_selection_gro_reroute,2048,0,55647682,55647682,52908731
Hop10Rep2-15,10,2,15,normal_selection_gro_reroute,2048,1,55619362,55647682,52908731
Hop10Rep2-15,10,2,15,normal_selection_gro_reroute,2048,2,53477306,55647682,52908731
Hop10Rep2-15,10,2,15,normal_selection_gro_reroute,2048,3,51983259,55647682,52908731
Hop10Rep2-15,10,2,15,normal_selection_gro_reroute,2048,4,52254734,55647682,52908731
Hop10Rep2-15,10,2,15,normal_selection_gro_reroute,2048,5,52908731,55647682,52908731
Hop10Rep2-16,10,2,16,gro,2048,0,45665750,45665750,31987039
Hop10Rep2-16,10,2,16,gro,2048,1,41219823,45665750,31987039
Hop10Rep2-16,10,2,16,gro,2048,2,36928700,45665750,31987039
Hop10Rep2-16,10,2,16,gro,2048,3,33620972,45665750,31987039
Hop10Rep2-16,10,2,16,gro,2048,4,32920582,45665750,31987039
Hop10Rep2-16,10,2,16,gro,2048,5,31987039,45665750,31987039
Hop10Rep2-16,10,2,16,random_baseline,2048,0,45665750,45665750,32843436
Hop10Rep2-16,10,2,16,random_baseline,2048,1,38985232,45665750,32843436
Hop10Rep2-16,10,2,16,random_baseline,2048,2,35948804,45665750,32843436
Hop10Rep2-16,10,2,16,random_baseline,2048,3,34182971,45665750,32843436
Hop10Rep2-16,10,2,16,random_baseline,2048,4,33031947,45665750,32843436
Hop10Rep2-16,10,2,16,random_baseline,2048,5,32843436,45665750,32843436
Hop10Rep2-16,10,2,16,selection_td_baseline,2048,0,45665750,45665750,34026206
Hop10Rep2-16,10,2,16,selection_td_baseline,2048,1,42273976,45665750,34026206
Hop10Rep2-16,10,2,16,selection_td_baseline,2048,2,39476256,45665750,34026206
Hop10Rep2-16,10,2,16,selection_td_baseline,2048,3,35132537,45665750,34026206
Hop10Rep2-16,10,2,16,selection_td_baseline,2048,4,34751634,45665750,34026206
Hop10Rep2-16,10,2,16,selection_td_baseline,2048,5,34026206,45665750,34026206
Hop10Rep2-16,10,2,16,normal_selection_gro_reroute,2048,0,45665750,45665750,32658236
Hop10Rep2-16,10,2,16,normal_selection_gro_reroute,2048,1,39338079,45665750,32658236
Hop10Rep2-16,10,2,16,normal_selection_gro_reroute,2048,2,35635068,45665750,32658236
Hop10Rep2-16,10,2,16,normal_selection_gro_reroute,2048,3,33596550,45665750,32658236
Hop10Rep2-16,10,2,16,normal_selection_gro_reroute,2048,4,32996480,45665750,32658236
Hop10Rep2-16,10,2,16,normal_selection_gro_reroute,2048,5,32658236,45665750,32658236
Hop10Rep2-17,10,2,17,gro,2048,0,59422284,59422284,54320610
Hop10Rep2-17,10,2,17,gro,2048,1,58042993,59422284,54320610
Hop10Rep2-17,10,2,17,gro,2048,2,56923787,59422284,54320610
Hop10Rep2-17,10,2,17,gro,2048,3,54603438,59422284,54320610
Hop10Rep2-17,10,2,17,gro,2048,4,55166551,59422284,54320610
Hop10Rep2-17,10,2,17,gro,2048,5,54320610,59422284,54320610
Hop10Rep2-17,10,2,17,random_baseline,2048,0,59422284,59422284,51741213
Hop10Rep2-17,10,2,17,random_baseline,2048,1,56218986,59422284,51741213
Hop10Rep2-17,10,2,17,random_baseline,2048,2,53267953,59422284,51741213
Hop10Rep2-17,10,2,17,random_baseline,2048,3,52006450,59422284,51741213
Hop10Rep2-17,10,2,17,random_baseline,2048,4,51927479,59422284,51741213
Hop10Rep2-17,10,2,17,random_baseline,2048,5,51741213,59422284,51741213
Hop10Rep2-17,10,2,17,selection_td_baseline,2048,0,59422284,59422284,53809697
Hop10Rep2-17,10,2,17,selection_td_baseline,2048,1,56949088,59422284,53809697
Hop10Rep2-17,10,2,17,selection_td_baseline,2048,2,54532515,59422284,53809697
Hop10Rep2-17,10,2,17,selection_td_baseline,2048,3,53940171,59422284,53809697
Hop10Rep2-17,10,2,17,selection_td_baseline,2048,4,53975421,59422284,53809697
Hop10Rep2-17,10,2,17,selection_td_baseline,2048,5,53809697,59422284,53809697
Hop10Rep2-17,10,2,17,normal_selection_gro_reroute,2048,0,59422284,59422284,56355135
Hop10Rep2-17,10,2,17,normal_selection_gro_reroute,2048,1,59494760,59422284,56355135
Hop10Rep2-17,10,2,17,normal_selection_gro_reroute,2048,2,59576329,59422284,56355135
Hop10Rep2-17,10,2,17,normal_selection_gro_reroute,2048,3,56185794,59422284,56355135
Hop10Rep2-17,10,2,17,normal_selection_gro_reroute,2048,4,55546302,59422284,56355135
Hop10Rep2-17,10,2,17,normal_selection_gro_reroute,2048,5,56355135,59422284,56355135
Hop10Rep2-18,10,2,18,gro,2048,0,60658557,60658557,62531128
Hop10Rep2-18,10,2,18,gro,2048,1,60880765,60658557,62531128
Hop10Rep2-18,10,2,18,gro,2048,2,63706579,60658557,62531128
Hop10Rep2-18,10,2,18,gro,2048,3,67029607,60658557,62531128
Hop10Rep2-18,10,2,18,gro,2048,4,61743098,60658557,62531128
Hop10Rep2-18,10,2,18,gro,2048,5,62531128,60658557,62531128
Hop10Rep2-18,10,2,18,random_baseline,2048,0,60658557,60658557,55937875
Hop10Rep2-18,10,2,18,random_baseline,2048,1,58036257,60658557,55937875
Hop10Rep2-18,10,2,18,random_baseline,2048,2,57299862,60658557,55937875
Hop10Rep2-18,10,2,18,random_baseline,2048,3,56857191,60658557,55937875
Hop10Rep2-18,10,2,18,random_baseline,2048,4,56323266,60658557,55937875
Hop10Rep2-18,10,2,18,random_baseline,2048,5,55937875,60658557,55937875
Hop10Rep2-18,10,2,18,selection_td_baseline,2048,0,60658557,60658557,56801685
Hop10Rep2-18,10,2,18,selection_td_baseline,2048,1,58022037,60658557,56801685
Hop10Rep2-18,10,2,18,selection_td_baseline,2048,2,57377628,60658557,56801685
Hop10Rep2-18,10,2,18,selection_td_baseline,2048,3,56908725,60658557,56801685
Hop10Rep2-18,10,2,18,selection_td_baseline,2048,4,56721913,60658557,56801685
Hop10Rep2-18,10,2,18,selection_td_baseline,2048,5,56801685,60658557,56801685
Hop10Rep2-18,10,2,18,normal_selection_gro_reroute,2048,0,60658557,60658557,60681616
Hop10Rep2-18,10,2,18,normal_selection_gro_reroute,2048,1,63086442,60658557,60681616
Hop10Rep2-18,10,2,18,normal_selection_gro_reroute,2048,2,64786646,60658557,60681616
Hop10Rep2-18,10,2,18,normal_selection_gro_reroute,2048,3,61328273,60658557,60681616
Hop10Rep2-18,10,2,18,normal_selection_gro_reroute,2048,4,62415999,60658557,60681616
Hop10Rep2-18,10,2,18,normal_selection_gro_reroute,2048,5,60681616,60658557,60681616
Hop10Rep2-19,10,2,19,gro,2048,0,54909824,54909824,45031413
Hop10Rep2-19,10,2,19,gro,2048,1,52819093,54909824,45031413
Hop10Rep2-19,10,2,19,gro,2048,2,51056166,54909824,45031413
Hop10Rep2-19,10,2,19,gro,2048,3,47516960,54909824,45031413
Hop10Rep2-19,10,2,19,gro,2048,4,45684527,54909824,45031413
Hop10Rep2-19,10,2,19,gro,2048,5,45031413,54909824,45031413
Hop10Rep2-19,10,2,19,random_baseline,2048,0,54909824,54909824,44675547
Hop10Rep2-19,10,2,19,random_baseline,2048,1,48525175,54909824,44675547
Hop10Rep2-19,10,2,19,random_baseline,2048,2,46804930,54909824,44675547
Hop10Rep2-19,10,2,19,random_baseline,2048,3,45155906,54909824,44675547
Hop10Rep2-19,10,2,19,random_baseline,2048,4,44672555,54909824,44675547
Hop10Rep2-19,10,2,19,random_baseline,2048,5,44675547,54909824,44675547
Hop10Rep2-19,10,2,19,selection_td_baseline,2048,0,54909824,54909824,47079860
Hop10Rep2-19,10,2,19,selection_td_baseline,2048,1,53014515,54909824,47079860
Hop10Rep2-19,10,2,19,selection_td_baseline,2048,2,51218944,54909824,47079860
Hop10Rep2-19,10,2,19,selection_td_baseline,2048,3,49458335,54909824,47079860
Hop10Rep2-19,10,2,19,selection_td_baseline,2048,4,47564573,54909824,47079860
Hop10Rep2-19,10,2,19,selection_td_baseline,2048,5,47079860,54909824,47079860
Hop10Rep2-19,10,2,19,normal_selection_gro_reroute,2048,0,54909824,54909824,43418555
Hop10Rep2-19,10,2,19,normal_selection_gro_reroute,2048,1,47880256,54909824,43418555
Hop10Rep2-19,10,2,19,normal_selection_gro_reroute,2048,2,45670457,54909824,43418555
Hop10Rep2-19,10,2,19,normal_selection_gro_reroute,2048,3,44977684,54909824,43418555
Hop10Rep2-19,10,2,19,normal_selection_gro_reroute,2048,4,44903110,54909824,43418555
Hop10Rep2-19,10,2,19,normal_selection_gro_reroute,2048,5,43418555,54909824,43418555
Hop10Rep4-0,10,4,0,gro,4096,0,162588845,162588845,174761332
Hop10Rep4-0,10,4,0,gro,4096,1,174441733,162588845,174761332
Hop10Rep4-0,10,4,0,gro,4096,2,179242026,162588845,174761332
Hop10Rep4-0,10,4,0,gro,4096,3,179271538,162588845,174761332
Hop10Rep4-0,10,4,0,gro,4096,4,174417402,162588845,174761332
Hop10Rep4-0,10,4,0,gro,4096,5,174761332,162588845,174761332
Hop10Rep4-0,10,4,0,random_baseline,4096,0,162588845,162588845,140560264
Hop10Rep4-0,10,4,0,random_baseline,4096,1,153653497,162588845,140560264
Hop10Rep4-0,10,4,0,random_baseline,4096,2,152336210,162588845,140560264
Hop10Rep4-0,10,4,0,random_baseline,4096,3,146483209,162588845,140560264
Hop10Rep4-0,10,4,0,random_baseline,4096,4,142013888,162588845,140560264
Hop10Rep4-0,10,4,0,random_baseline,4096,5,140560264,162588845,140560264
Hop10Rep4-0,10,4,0,selection_td_baseline,4096,0,162588845,162588845,155379908
Hop10Rep4-0,10,4,0,selection_td_baseline,4096,1,163643841,162588845,155379908
Hop10Rep4-0,10,4,0,selection_td_baseline,4096,2,161668505,162588845,155379908
Hop10Rep4-0,10,4,0,selection_td_baseline,4096,3,158988095,162588845,155379908
Hop10Rep4-0,10,4,0,selection_td_baseline,4096,4,155567869,162588845,155379908
Hop10Rep4-0,10,4,0,selection_td_baseline,4096,5,155379908,162588845,155379908
Hop10Rep4-0,10,4,0,normal_selection_gro_reroute,4096,0,162588845,162588845,168296647
Hop10Rep4-0,10,4,0,normal_selection_gro_reroute,4096,1,186395919,162588845,168296647
Hop10Rep4-0,10,4,0,normal_selection_gro_reroute,4096,2,173804605,162588845,168296647
Hop10Rep4-0,10,4,0,normal_selection_gro_reroute,4096,3,184186607,162588845,168296647
Hop10Rep4-0,10,4,0,normal_selection_gro_reroute,4096,4,168230894,162588845,168296647
Hop10Rep4-0,10,4,0,normal_selection_gro_reroute,4096,5,168296647,162588845,168296647
Hop10Rep4-1,10,4,1,gro,4096,0,122760369,122760369,100301217
Hop10Rep4-1,10,4,1,gro,4096,1,114063621,122760369,100301217
Hop10Rep4-1,10,4,1,gro,4096,2,109268141,122760369,100301217
Hop10Rep4-1,10,4,1,gro,4096,3,104607421,122760369,100301217
Hop10Rep4-1,10,4,1,gro,4096,4,101412456,122760369,100301217
Hop10Rep4-1,10,4,1,gro,4096,5,100301217,122760369,100301217
Hop10Rep4-1,10,4,1,random_baseline,4096,0,122760369,122760369,91995591
Hop10Rep4-1,10,4,1,random_baseline,4096,1,111905350,122760369,91995591
Hop10Rep4-1,10,4,1,random_baseline,4096,2,103601393,122760369,91995591
Hop10Rep4-1,10,4,1,random_baseline,4096,3,98148249,122760369,91995591
Hop10Rep4-1,10,4,1,random_baseline,4096,4,93273048,122760369,91995591
Hop10Rep4-1,10,4,1,random_baseline,4096,5,91995591,122760369,91995591
Hop10Rep4-1,10,4,1,selection_td_baseline,4096,0,122760369,122760369,103531232
Hop10Rep4-1,10,4,1,selection_td_baseline,4096,1,116036230,122760369,103531232
Hop10Rep4-1,10,4,1,selection_td_baseline,4096,2,112544847,122760369,103531232
Hop10Rep4-1,10,4,1,selection_td_baseline,4096,3,109824502,122760369,103531232
Hop10Rep4-1,10,4,1,selection_td_baseline,4096,4,107874957,122760369,103531232
Hop10Rep4-1,10,4,1,selection_td_baseline,4096,5,103531232,122760369,103531232
Hop10Rep4-1,10,4,1,normal_selection_gro_reroute,4096,0,122760369,122760369,97049975
Hop10Rep4-1,10,4,1,normal_selection_gro_reroute,4096,1,111063027,122760369,97049975
Hop10Rep4-1,10,4,1,normal_selection_gro_reroute,4096,2,107829490,122760369,97049975
Hop10Rep4-1,10,4,1,normal_selection_gro_reroute,4096,3,104225606,122760369,97049975
Hop10Rep4-1,10,4,1,normal_selection_gro_reroute,4096,4,99706554,122760369,97049975
Hop10Rep4-1,10,4,1,normal_selection_gro_reroute,4096,5,97049975,122760369,97049975
Hop10Rep4-2,10,4,2,gro,4096,0,164917060,164917060,167398804
Hop10Rep4-2,10,4,2,gro,4096,1,164133553,164917060,167398804
Hop10Rep4-2,10,4,2,gro,4096,2,163606184,164917060,167398804
Hop10Rep4-2,10,4,2,gro,4096,3,164902853,164917060,167398804
Hop10Rep4-2,10,4,2,gro,4096,4,167083643,164917060,167398804
Hop10Rep4-2,10,4,2,gro,4096,5,167398804,164917060,167398804
Hop10Rep4-2,10,4,2,random_baseline,4096,0,164917060,164917060,146537094
Hop10Rep4-2,10,4,2,random_baseline,4096,1,158436270,164917060,146537094
Hop10Rep4-2,10,4,2,random_baseline,4096,2,154533431,164917060,146537094
Hop10Rep4-2,10,4,2,random_baseline,4096,3,151357908,164917060,146537094
Hop10Rep4-2,10,4,2,random_baseline,4096,4,147950421,164917060,146537094
Hop10Rep4-2,10,4,2,random_baseline,4096,5,146537094,164917060,146537094
Hop10Rep4-2,10,4,2,selection_td_baseline,4096,0,164917060,164917060,159845601
Hop10Rep4-2,10,4,2,selection_td_baseline,4096,1,163225999,164917060,159845601
Hop10Rep4-2,10,4,2,selection_td_baseline,4096,2,161818851,164917060,159845601
Hop10Rep4-2,10,4,2,selection_td_baseline,4096,3,160442717,164917060,159845601
Hop10Rep4-2,10,4,2,selection_td_baseline,4096,4,160137003,164917060,159845601
Hop10Rep4-2,10,4,2,selection_td_baseline,4096,5,159845601,164917060,159845601
Hop10Rep4-2,10,4,2,normal_selection_gro_reroute,4096,0,164917060,164917060,175379204
Hop10Rep4-2,10,4,2,normal_selection_gro_reroute,4096,1,194800457,164917060,175379204
Hop10Rep4-2,10,4,2,normal_selection_gro_reroute,4096,2,212735132,164917060,175379204
Hop10Rep4-2,10,4,2,normal_selection_gro_reroute,4096,3,200798988,164917060,175379204
Hop10Rep4-2,10,4,2,normal_selection_gro_reroute,4096,4,184824143,164917060,175379204
Hop10Rep4-2,10,4,2,normal_selection_gro_reroute,4096,5,175379204,164917060,175379204
Hop10Rep4-3,10,4,3,gro,4096,0,93285194,93285194,84556650
Hop10Rep4-3,10,4,3,gro,4096,1,90170934,93285194,84556650
Hop10Rep4-3,10,4,3,gro,4096,2,89023851,93285194,84556650
Hop10Rep4-3,10,4,3,gro,4096,3,88202777,93285194,84556650
Hop10Rep4-3,10,4,3,gro,4096,4,85044975,93285194,84556650
Hop10Rep4-3,10,4,3,gro,4096,5,84556650,93285194,84556650
Hop10Rep4-3,10,4,3,random_baseline,4096,0,93285194,93285194,82723900
Hop10Rep4-3,10,4,3,random_baseline,4096,1,88171680,93285194,82723900
Hop10Rep4-3,10,4,3,random_baseline,4096,2,86306501,93285194,82723900
Hop10Rep4-3,10,4,3,random_baseline,4096,3,82897608,93285194,82723900
Hop10Rep4-3,10,4,3,random_baseline,4096,4,83382604,93285194,82723900
Hop10Rep4-3,10,4,3,random_baseline,4096,5,82723900,93285194,82723900
Hop10Rep4-3,10,4,3,selection_td_baseline,4096,0,93285194,93285194,85055059
Hop10Rep4-3,10,4,3,selection_td_baseline,4096,1,90859235,93285194,85055059
Hop10Rep4-3,10,4,3,selection_td_baseline,4096,2,89258579,93285194,85055059
Hop10Rep4-3,10,4,3,selection_td_baseline,4096,3,88534204,93285194,85055059
Hop10Rep4-3,10,4,3,selection_td_baseline,4096,4,86243122,93285194,85055059
Hop10Rep4-3,10,4,3,selection_td_baseline,4096,5,85055059,93285194,85055059
Hop10Rep4-3,10,4,3,normal_selection_gro_reroute,4096,0,93285194,93285194,85280403
Hop10Rep4-3,10,4,3,normal_selection_gro_reroute,4096,1,94283016,93285194,85280403
Hop10Rep4-3,10,4,3,normal_selection_gro_reroute,4096,2,90260444,93285194,85280403
Hop10Rep4-3,10,4,3,normal_selection_gro_reroute,4096,3,87715007,93285194,85280403
Hop10Rep4-3,10,4,3,normal_selection_gro_reroute,4096,4,87448597,93285194,85280403
Hop10Rep4-3,10,4,3,normal_selection_gro_reroute,4096,5,85280403,93285194,85280403
Hop10Rep4-4,10,4,4,gro,4096,0,125720190,125720190,121296561
Hop10Rep4-4,10,4,4,gro,4096,1,123176079,125720190,121296561
Hop10Rep4-4,10,4,4,gro,4096,2,122187905,125720190,121296561
Hop10Rep4-4,10,4,4,gro,4096,3,121050919,125720190,121296561
Hop10Rep4-4,10,4,4,gro,4096,4,120741923,125720190,121296561
Hop10Rep4-4,10,4,4,gro,4096,5,121296561,125720190,121296561
Hop10Rep4-4,10,4,4,random_baseline,4096,0,125720190,125720190,105251771
Hop10Rep4-4,10,4,4,random_baseline,4096,1,123269318,125720190,105251771
Hop10Rep4-4,10,4,4,random_baseline,4096,2,116940457,125720190,105251771
Hop10Rep4-4,10,4,4,random_baseline,4096,3,112831642,125720190,105251771
Hop10Rep4-4,10,4,4,random_baseline,4096,4,105794235,125720190,105251771
Hop10Rep4-4,10,4,4,random_baseline,4096,5,105251771,125720190,105251771
Hop10Rep4-4,10,4,4,selection_td_baseline,4096,0,125720190,125720190,115712567
Hop10Rep4-4,10,4,4,selection_td_baseline,4096,1,122622168,125720190,115712567
Hop10Rep4-4,10,4,4,selection_td_baseline,4096,2,120577793,125720190,115712567
Hop10Rep4-4,10,4,4,selection_td_baseline,4096,3,119564256,125720190,115712567
Hop10Rep4-4,10,4,4,selection_td_baseline,4096,4,117477144,125720190,115712567
Hop10Rep4-4,10,4,4,selection_td_baseline,4096,5,115712567,125720190,115712567
Hop10Rep4-4,10,4,4,normal_selection_gro_reroute,4096,0,125720190,125720190,120222042
Hop10Rep4-4,10,4,4,normal_selection_gro_reroute,4096,1,129610203,125720190,120222042
Hop10Rep4-4,10,4,4,normal_selection_gro_reroute,4096,2,131034808,125720190,120222042
Hop10Rep4-4,10,4,4,normal_selection_gro_reroute,4096,3,127959619,125720190,120222042
Hop10Rep4-4,10,4,4,normal_selection_gro_reroute,4096,4,123791244,125720190,120222042
Hop10Rep4-4,10,4,4,normal_selection_gro_reroute,4096,5,120222042,125720190,120222042
Hop10Rep4-5,10,4,5,gro,4096,0,118448873,118448873,91814181
Hop10Rep4-5,10,4,5,gro,4096,1,115688261,118448873,91814181
Hop10Rep4-5,10,4,5,gro,4096,2,104701769,118448873,91814181
Hop10Rep4-5,10,4,5,gro,4096,3,101547316,118448873,91814181
Hop10Rep4-5,10,4,5,gro,4096,4,95864612,118448873,91814181
Hop10Rep4-5,10,4,5,gro,4096,5,91814181,118448873,91814181
Hop10Rep4-5,10,4,5,random_baseline,4096,0,118448873,118448873,90730212
Hop10Rep4-5,10,4,5,random_baseline,4096,1,106417197,118448873,90730212
Hop10Rep4-5,10,4,5,random_baseline,4096,2,100089704,118448873,90730212
Hop10Rep4-5,10,4,5,random_baseline,4096,3,97803419,118448873,90730212
Hop10Rep4-5,10,4,5,random_baseline,4096,4,92744083,118448873,90730212
Hop10Rep4-5,10,4,5,random_baseline,4096,5,90730212,118448873,90730212
Hop10Rep4-5,10,4,5,selection_td_baseline,4096,0,118448873,118448873,99350574
Hop10Rep4-5,10,4,5,selection_td_baseline,4096,1,115606507,118448873,99350574
Hop10Rep4-5,10,4,5,selection_td_baseline,4096,2,106757175,118448873,99350574
Hop10Rep4-5,10,4,5,selection_td_baseline,4096,3,102091041,118448873,99350574
Hop10Rep4-5,10,4,5,selection_td_baseline,4096,4,100252915,118448873,99350574
Hop10Rep4-5,10,4,5,selection_td_baseline,4096,5,99350574,118448873,99350574
Hop10Rep4-5,10,4,5,normal_selection_gro_reroute,4096,0,118448873,118448873,91468819
Hop10Rep4-5,10,4,5,normal_selection_gro_reroute,4096,1,105151468,118448873,91468819
Hop10Rep4-5,10,4,5,normal_selection_gro_reroute,4096,2,99090397,118448873,91468819
Hop10Rep4-5,10,4,5,normal_selection_gro_reroute,4096,3,94673557,118448873,91468819
Hop10Rep4-5,10,4,5,normal_selection_gro_reroute,4096,4,93267884,118448873,91468819
Hop10Rep4-5,10,4,5,normal_selection_gro_reroute,4096,5,91468819,118448873,91468819
Hop10Rep4-6,10,4,6,gro,4096,0,115757936,115757936,121964451
Hop10Rep4-6,10,4,6,gro,4096,1,115967427,115757936,121964451
Hop10Rep4-6,10,4,6,gro,4096,2,117640193,115757936,121964451
Hop10Rep4-6,10,4,6,gro,4096,3,115499899,115757936,121964451
Hop10Rep4-6,10,4,6,gro,4096,4,119701542,115757936,121964451
Hop10Rep4-6,10,4,6,gro,4096,5,121964451,115757936,121964451
Hop10Rep4-6,10,4,6,random_baseline,4096,0,115757936,115757936,121854147
Hop10Rep4-6,10,4,6,random_baseline,4096,1,120619769,115757936,121854147
Hop10Rep4-6,10,4,6,random_baseline,4096,2,131014269,115757936,121854147
Hop10Rep4-6,10,4,6,random_baseline,4096,3,129135560,115757936,121854147
Hop10Rep4-6,10,4,6,random_baseline,4096,4,126944028,115757936,121854147
Hop10Rep4-6,10,4,6,random_baseline,4096,5,121854147,115757936,121854147
Hop10Rep4-6,10,4,6,selection_td_baseline,4096,0,115757936,115757936,118939480
Hop10Rep4-6,10,4,6,selection_td_baseline,4096,1,113529118,115757936,118939480
Hop10Rep4-6,10,4,6,selection_td_baseline,4096,2,113961452,115757936,118939480
Hop10Rep4-6,10,4,6,selection_td_baseline,4096,3,113366098,115757936,118939480
Hop10Rep4-6,10,4,6,selection_td_baseline,4096,4,115579726,115757936,118939480
Hop10Rep4-6,10,4,6,selection_td_baseline,4096,5,118939480,115757936,118939480
